what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1344730287740
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1344730287775
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1344730287822
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1344730287844
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1344730287890
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1344730287922
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1344730287960
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1344730287994
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1344730287994
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1344730288048
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1344730288049
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1344730288093
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1344730288125
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1344730288175
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1344730288213
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1344730288228
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1344730288263
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1344730288275
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1344730288275
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1344730288284
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1344730288314
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1344730288325
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1344730288333
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1344730288355
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1344730288374
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1344730288382
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1344730288390
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1344730288427
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1344730288446
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1344730288459
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1344730288459
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1344730288472
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1344730288486
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1344730288498
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1344730288511
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1344730288526
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1344730288533
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1344730288545
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1344730288566
os,sysinfo,,,"macosx",1344730288571
arch,sysinfo,,,"x86_64",1344730288571
ws,sysinfo,,,"cocoa",1344730288571
locale,sysinfo,,,"en_US",1344730288571
processors,sysinfo,,,"8",1344730288571
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1344730288571
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1344730288571
java.specification.name,sysinfo,,,"Java Platform API Specification",1344730288571
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1344730288571
java.specification.version,sysinfo,,,"1.6",1344730288571
java.vendor,sysinfo,,,"Apple Inc.",1344730288571
java.version,sysinfo,,,"1.6.0_33",1344730288571
java.vm.info,sysinfo,,,"mixed mode",1344730288571
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1344730288571
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1344730288571
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1344730288571
java.vm.specification.version,sysinfo,,,"1.0",1344730288571
java.vm.vendor,sysinfo,,,"Apple Inc.",1344730288571
java.vm.version,sysinfo,,,"20.8-b03-424",1344730288571
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1344730288615
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1344730289109
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1344730289435
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1344730289603
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1344730289669
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1344730289670
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1344730290042
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1344730290083
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1344730290100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730291573
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1344730291640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730295090
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1344730297276
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344730306103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344730306203
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1344730306795
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1344730311477
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344730311699
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1344730311782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730336863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730394306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344730404006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730408270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730445525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1344730451462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730453082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730492142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1344730503548
